feature,feature_level,band,node_1,node_2,n_ADHD,n_Control,ADHD_mean_r,Control_mean_r,mean_difference_r,ADHD_median_r,Control_median_r,ADHD_mean_z,Control_mean_z,U_statistic,p_value,cohen_d_z,abs_cohen_d_z,rank_biserial,abs_rank_biserial,p_fdr_all,p_fdr_within_level,p_fdr_within_level_band,significant_uncorrected,significant_fdr_all,significant_fdr_within_level,significant_fdr_within_level_band,direction
F4_P7_delta_connectivity,channel,delta,F4,P7,61,60,-0.5002963518807833,-0.5791588135926315,0.0788624617118483,-0.5167427380544367,-0.6243649939573623,-0.6244244231362898,-0.7428186532038977,2180.0,0.07001253343400067,0.2928819311450029,0.2928819311450029,0.1912568306010929,0.1912568306010929,0.20439142825087292,0.20730983925911886,0.5631372897994167,False,False,False,False,ADHD > Control
Fp2_O2_beta_connectivity,channel,beta,Fp2,O2,61,60,-0.09663834077733872,-0.15341604147852983,0.056777700701191106,-0.1090075375492472,-0.18936431788216135,-0.0996355351587301,-0.16168914873114953,2178.0,0.07163017752662632,0.2924665718847533,0.2924665718847533,0.19016393442622959,0.19016393442622959,0.20661453597321697,0.2093805189239846,0.10293075930296722,False,False,False,False,ADHD > Control
P3_T7_delta_connectivity,channel,delta,P3,T7,61,60,0.2748680142021211,0.34862303950386136,-0.07375502530174027,0.298678993563734,0.39367211617700765,0.3231354957658719,0.4587226735226559,1620.0,0.2774520345007906,-0.2915641810741358,0.2915641810741358,-0.11475409836065575,0.11475409836065575,0.5124369208637051,0.5087860364572139,0.7299122753790029,False,False,False,False,Control > ADHD
F4_P4_alpha_connectivity,channel,alpha,F4,P4,61,60,-0.2130627587972038,-0.28143316254294626,0.06837040374574246,-0.2865359154588223,-0.31257193117912374,-0.2284588058704783,-0.3082578802718962,2123.0,0.12943389287613205,0.2893225646225771,0.2893225646225771,0.16010928961748627,0.16010928961748627,0.32313840842179176,0.32429590742591324,0.32548817179144973,False,False,False,False,ADHD > Control
T7_Cz_alpha_connectivity,channel,alpha,T7,Cz,61,60,-0.17442550270512683,-0.1151891699526198,-0.05923633275250703,-0.1658914035192714,-0.1041433996055412,-0.18278577751848651,-0.12245646291269717,1514.0,0.10192930369610546,-0.28850096384095236,0.28850096384095236,-0.17267759562841534,0.17267759562841534,0.2743376054869158,0.2766652528894291,0.2811275956779683,False,False,False,False,Control > ADHD
F8_T7_delta_connectivity,channel,delta,F8,T7,61,60,-0.22376281433746326,-0.32369808966174296,0.0999352753242797,-0.2207375542470462,-0.3477125663949102,-0.2710364473920175,-0.399566058049445,2133.0,0.11683943951665723,0.2877763708414691,0.2877763708414691,0.16557377049180322,0.16557377049180322,0.30319625164896,0.3050312085091357,0.6238719555367018,False,False,False,False,ADHD > Control
F8_P7_theta_connectivity,channel,theta,F8,P7,61,60,-0.15304014145750836,-0.22590759431045246,0.0728674528529441,-0.1597680818272554,-0.20225733623365685,-0.1673216904814391,-0.24490556238595598,2117.0,0.13748193097416153,0.2867193055733647,0.2867193055733647,0.15683060109289615,0.15683060109289615,0.3317897267509765,0.33228848334390987,0.419810896367529,False,False,False,False,ADHD > Control
O2_T7_theta_connectivity,channel,theta,O2,T7,61,60,-0.21805955484505826,-0.2724079730474341,0.05434841820237582,-0.2063097400457926,-0.2549286222960436,-0.2294206249216658,-0.29909214359830666,2033.0,0.29382272072594395,0.2841564120750077,0.2841564120750077,0.11092896174863398,0.11092896174863398,0.5265535886276818,0.5220123142247939,0.5869362892535104,False,False,False,False,ADHD > Control
P7_Fz_theta_connectivity,channel,theta,P7,Fz,61,60,-0.3123852269207557,-0.235507374509094,-0.0768778524116617,-0.3999486036948713,-0.3080573269651412,-0.3397965902525449,-0.2579152155552981,1523.0,0.11207960165502015,-0.2835554301009266,0.2835554301009266,-0.16775956284153004,0.16775956284153004,0.2950750239935803,0.2971412695040069,0.4189731653477221,False,False,False,False,Control > ADHD
Fp1_F4_beta_connectivity,channel,beta,Fp1,F4,61,60,-0.06585268182170734,-0.01487903324714863,-0.05097364857455871,-0.0664900205292579,-0.00499774879762035,-0.0696560995096227,-0.016213637050435433,1549.0,0.14591045677745013,-0.28280246188575303,0.28280246188575303,-0.15355191256830603,0.15355191256830603,0.3396757900542569,0.34062372844974703,0.20121522668503203,False,False,False,False,Control > ADHD
F3_O1_delta_connectivity,channel,delta,F3,O1,61,60,-0.10441693747788093,0.015858257701816363,-0.12027519517969729,-0.2545917292740972,-0.03757359146717605,-0.09938750522259343,0.02927440149762861,1421.0,0.03420139642546813,-0.28164568741476553,0.28164568741476553,-0.2234972677595628,0.2234972677595628,0.12505965157595417,0.1285371162363747,0.4285963040788808,True,False,False,False,Control > ADHD
C4_Pz_delta_connectivity,channel,delta,C4,Pz,61,60,-0.23890122994179966,-0.3284872239331715,0.08958599399137182,-0.2353649568232899,-0.30345261279302727,-0.2870113178704653,-0.4097843776603527,2099.0,0.163946450104401,0.2799060536659814,0.2799060536659814,0.14699453551912578,0.14699453551912578,0.3629884705675423,0.3640888697123711,0.6519730922756413,False,False,False,False,ADHD > Control
frontal_parietal_alpha_connectivity,regional,alpha,frontal,parietal,61,60,-0.8675843032186117,-0.8505038484509088,-0.017080454767702924,-0.8817171796622035,-0.8729995203826291,-1.3760484224835259,-1.3074841503932455,1560.0,0.16238210719877733,-0.2796186182794877,0.2796186182794877,-0.14754098360655743,0.14754098360655743,0.36173737111358395,0.34185706778689967,0.32476421439755465,False,False,False,False,Control > ADHD
F4_O1_theta_connectivity,channel,theta,F4,O1,61,60,-0.5537533623886924,-0.5891005484360651,0.035347186047372636,-0.554234467710774,-0.6068658302896852,-0.6425402352808168,-0.6931393915236536,2135.0,0.11444004564235453,0.27940054400721553,0.27940054400721553,0.16666666666666674,0.16666666666666674,0.2991140543143129,0.3010653508437327,0.4189731653477221,False,False,False,False,ADHD > Control
F4_F8_alpha_connectivity,channel,alpha,F4,F8,61,60,0.4692710348270449,0.38954503745708896,0.07972599736995595,0.4952323059389417,0.3794683246977716,0.5575967398684796,0.46105256138129413,2184.0,0.06686716441656942,0.27863892028171366,0.27863892028171366,0.1934426229508197,0.1934426229508197,0.19922562566912042,0.2023767277032455,0.21273952467426033,False,False,False,False,ADHD > Control
Fp1_Fz_delta_connectivity,channel,delta,Fp1,Fz,61,60,0.557146528117129,0.5939317441820403,-0.036785216064911364,0.6217969149361436,0.6491911140365747,0.7115280225746471,0.8484865418742726,1619.0,0.27516509357577046,-0.27745377651200154,0.27745377651200154,-0.1153005464480874,0.1153005464480874,0.5108193019201482,0.507312463627566,0.7299122753790029,False,False,False,False,Control > ADHD
F8_Cz_delta_connectivity,channel,delta,F8,Cz,61,60,0.00460503406094485,0.14146814789531265,-0.1368631138343678,-0.0256104542256085,0.1509545826604988,0.03448625615960489,0.1788738733696221,1451.0,0.049743001757827435,-0.27686517720684645,0.27686517720684645,-0.20710382513661207,0.20710382513661207,0.15795584768713625,0.16125219527181975,0.48707542977531226,True,False,False,False,Control > ADHD
Fp2_F4_delta_connectivity,channel,delta,Fp2,F4,61,60,0.5388618203371082,0.621557471317714,-0.08269565098060583,0.5937746089139498,0.689346187519924,0.7282468530778938,0.8747454196472291,1536.0,0.1281288646478751,-0.2763533721435516,0.2763533721435516,-0.16065573770491803,0.16065573770491803,0.32210172918424157,0.32339536317028256,0.6238719555367018,False,False,False,False,Control > ADHD
C3_C4_alpha_connectivity,channel,alpha,C3,C4,61,60,-0.1184443187041666,-0.04789466668923337,-0.07054965201493324,-0.1161356896561588,-0.07790708388098125,-0.12455893471942148,-0.05074260948027024,1574.0,0.18532782520903357,-0.2754218252882526,0.2754218252882526,-0.13989071038251366,0.13989071038251366,0.39233141944836347,0.3924589239720711,0.3772745013183898,False,False,False,False,Control > ADHD
O1_O2_beta_connectivity,channel,beta,O1,O2,61,60,0.1305260358418596,0.17433402530254666,-0.04380798946068706,0.1276119608267822,0.16394856009127776,0.13474076349785036,0.18141632426156873,1561.0,0.163946450104401,-0.2753236186900622,0.2753236186900622,-0.14699453551912567,0.14699453551912567,0.3629884705675423,0.3640888697123711,0.2207467950224612,False,False,False,False,Control > ADHD
O1_Pz_delta_connectivity,channel,delta,O1,Pz,61,60,0.6092662225244647,0.5585490331941935,0.05071718933027125,0.6082986779285574,0.5563072209468543,0.7878732955182015,0.6875835459706966,2108.0,0.15027036925415946,0.2737350311556067,0.2737350311556067,0.15191256830601096,0.15191256830601096,0.3442903396835805,0.34483039103443436,0.6238719555367018,False,False,False,False,ADHD > Control
Fp2_O1_delta_connectivity,channel,delta,Fp2,O1,61,60,-0.5001078279474203,-0.5761351812034633,0.07602735325604304,-0.5044457637024848,-0.610766821631402,-0.6149827796143392,-0.7130395176001743,2202.0,0.05411949219725692,0.2726583730724469,0.2726583730724469,0.20327868852459008,0.20327868852459008,0.16673409510984685,0.16980611313267766,0.48707542977531226,False,False,False,False,ADHD > Control
P8_Pz_alpha_connectivity,channel,alpha,P8,Pz,61,60,-0.0725753385392833,-0.01778295978898866,-0.05479237875029464,-0.0440856977176562,-0.01430810409186815,-0.07595599396103597,-0.02008908946697452,1490.0,0.07840967844765782,-0.27238849009398514,0.27238849009398514,-0.18579234972677594,0.18579234972677594,0.22262198900433045,0.22534546242940315,0.23117336231981878,False,False,False,False,Control > ADHD
P8_Fz_delta_connectivity,channel,delta,P8,Fz,61,60,-0.4921150062187777,-0.554823368813069,0.06270836259429136,-0.4831983588005228,-0.5645489630545735,-0.6013378838576214,-0.710195871777904,2145.0,0.10301964246377111,0.27228260056373005,0.27228260056373005,0.1721311475409837,0.1721311475409837,0.27624526349544554,0.2785195076886144,0.5998003556882329,False,False,False,False,ADHD > Control
F8_Cz_theta_connectivity,channel,theta,F8,Cz,61,60,-0.10094532883420827,-0.02149832404480075,-0.07944700478940753,-0.1833179085910885,-0.10258883102240285,-0.10541308327290311,-0.01708023210769611,1528.0,0.11805386166941284,-0.270815587701458,0.270815587701458,-0.16502732240437157,0.16502732240437157,0.3052535566023389,0.307029815140222,0.4189731653477221,False,False,False,False,Control > ADHD
C4_F7_alpha_connectivity,channel,alpha,C4,F7,61,60,-0.33595372867345247,-0.2812376205634639,-0.05471610810998856,-0.3356455847552745,-0.27113165186818405,-0.35898680349150214,-0.3044180190240279,1460.0,0.05542739160061233,-0.27031587575712046,0.27031587575712046,-0.20218579234972678,0.20218579234972678,0.17003996406289545,0.1731156888347892,0.18227084545585978,False,False,False,False,Control > ADHD
Fp1_P8_theta_connectivity,channel,theta,Fp1,P8,61,60,-0.29557271338737784,-0.35890867185051223,0.06333595846313439,-0.3123146266448958,-0.35319236680886995,-0.3276376017838637,-0.4003700878109044,2119.0,0.13475745084283458,0.2701000788725247,0.2701000788725247,0.15792349726775967,0.15792349726775967,0.3284996444788291,0.32919320134463875,0.4189731653477221,False,False,False,False,ADHD > Control
T7_T8_theta_connectivity,channel,theta,T7,T8,61,60,-0.0966765026280237,-0.1647244436302466,0.0680479410022229,-0.0821136649186735,-0.12574912810653044,-0.10441730341887397,-0.19082967782966018,1980.0,0.438329478502157,0.2696495031503529,0.2696495031503529,0.08196721311475419,0.08196721311475419,0.6667028202427766,0.6692351859274004,0.6940216742950819,False,False,False,False,ADHD > Control
P7_Fz_beta_connectivity,channel,beta,P7,Fz,61,60,-0.16088604832031314,-0.20765329651208386,0.04676724819177072,-0.1968331119693276,-0.22172422665401142,-0.16617612799760467,-0.21709851404683078,2113.0,0.1430580817610968,0.26920178263047356,0.26920178263047356,0.15464480874316933,0.15464480874316933,0.3396757900542569,0.34062372844974703,0.19888562586298822,False,False,False,False,ADHD > Control
F7_Pz_beta_connectivity,channel,beta,F7,Pz,61,60,-0.15700660828510896,-0.20293872646605007,0.04593211818094112,-0.1886089402996222,-0.24242075056793044,-0.16135835452448985,-0.21024428530592712,2190.0,0.06236803343344608,0.26917861116973296,0.26917861116973296,0.19672131147540983,0.19672131147540983,0.18736288882080895,0.19044524494855858,0.09115327963349812,False,False,False,False,ADHD > Control
F3_T7_theta_connectivity,channel,theta,F3,T7,61,60,0.10095028826504208,0.16362091038161572,-0.06267062211657363,0.0981168396482056,0.13521275132800942,0.10541053998086061,0.19408057592961533,1671.0,0.4112625826942996,-0.26829282078290634,0.26829282078290634,-0.08688524590163937,0.08688524590163937,0.6444894153044869,0.6451917581717911,0.6894696239286788,False,False,False,False,Control > ADHD
central_temporal_delta_connectivity,regional,delta,central,temporal,61,60,-0.1633450212816425,-0.07449343188054341,-0.08885158940109908,-0.1776865440323067,-0.08014530992038735,-0.17918399619052106,-0.08715911142161387,1446.0,0.046801994068380676,-0.26828742564563574,0.26828742564563574,-0.20983606557377055,0.20983606557377055,0.15127073082815898,0.11012233898442512,0.11700498517095169,True,False,False,False,Control > ADHD
P4_P7_alpha_connectivity,channel,alpha,P4,P7,61,60,-0.16376188031135325,-0.11143160357816519,-0.05233027673318806,-0.1632871517861172,-0.11489703322294376,-0.17192903150201802,-0.11830458437873657,1536.0,0.1281288646478751,-0.2650226550937454,0.2650226550937454,-0.16065573770491803,0.16065573770491803,0.32210172918424157,0.32339536317028256,0.32548817179144973,False,False,False,False,Control > ADHD
O1_T8_delta_connectivity,channel,delta,O1,T8,61,60,-0.3255350797169852,-0.3953358071637389,0.0698007274467537,-0.3079163276171943,-0.38459377391175087,-0.3744596141453385,-0.46181380013086554,2129.0,0.12175659682217904,0.26481346720964616,0.26481346720964616,0.1633879781420764,0.1633879781420764,0.3114903749090376,0.3130883918284604,0.6238719555367018,False,False,False,False,ADHD > Control
C4_Pz_alpha_connectivity,channel,alpha,C4,Pz,61,60,-0.028440061188100114,-0.08632153851632934,0.05788147732822923,-0.0154126479590509,-0.0848106891757127,-0.030394062913174077,-0.09183295040430973,2111.0,0.14591045677745013,0.2629919313786475,0.2629919313786475,0.15355191256830603,0.15355191256830603,0.3396757900542569,0.34062372844974703,0.33596454671784887,False,False,False,False,ADHD > Control
C3_Pz_theta_connectivity,channel,theta,C3,Pz,61,60,0.1977216619004628,0.1361125335912136,0.061609128309249195,0.1960099530488186,0.1325912039908978,0.20802623906223686,0.1469783631112646,2129.0,0.12175659682217904,0.26287863006322393,0.26287863006322393,0.1633879781420764,0.1633879781420764,0.3114903749090376,0.3130883918284604,0.4189731653477221,False,False,False,False,ADHD > Control
O2_P8_theta_connectivity,channel,theta,O2,P8,61,60,0.49729869945131744,0.5497336046067469,-0.05243490515542948,0.53868400911461,0.5665994235522779,0.5894059526204148,0.6765147980902654,1677.0,0.42919530044034926,-0.26187233510032865,0.26187233510032865,-0.08360655737704914,0.08360655737704914,0.6583419438957899,0.6611927601378353,0.69075636286087,False,False,False,False,Control > ADHD
F3_P7_alpha_connectivity,channel,alpha,F3,P7,61,60,-0.1896056091284329,-0.24315694689822961,0.0535513377697967,-0.2150101125881815,-0.25985115477349696,-0.19939550458411764,-0.2678621258676842,2092.0,0.17521623901591998,0.26023183214398415,0.26023183214398415,0.1431693989071039,0.1431693989071039,0.3809506217643425,0.3816812340346792,0.37339707005111394,False,False,False,False,ADHD > Control
Fp2_C4_alpha_connectivity,channel,alpha,Fp2,C4,61,60,-0.013801613117462115,0.06397469420437127,-0.07777630732183338,-0.0265207840264733,0.059927427502285344,-0.011805002005994282,0.07291694719091667,1548.0,0.1444788746311423,-0.25993871412024183,0.25993871412024183,-0.15409836065573768,0.15409836065573768,0.3396757900542569,0.34062372844974703,0.33596454671784887,False,False,False,False,Control > ADHD
Fz_Pz_alpha_connectivity,channel,alpha,Fz,Pz,61,60,-0.1751601489026353,-0.22785094694592883,0.052690798043293546,-0.1901219743758401,-0.2524371665392099,-0.1832101346176694,-0.24119856593419425,2147.0,0.10084817070245253,0.2597661557830101,0.2597661557830101,0.173224043715847,0.173224043715847,0.2734609572605829,0.27592059504191013,0.2811275956779683,False,False,False,False,ADHD > Control
F8_Cz_alpha_connectivity,channel,alpha,F8,Cz,61,60,-0.1268893091138775,-0.059455651456019165,-0.06743365765785833,-0.1642612976824139,-0.0896592354395907,-0.13351397733173892,-0.060354577756177225,1558.0,0.1592872485768495,-0.2597636203864318,0.2597636203864318,-0.14863387978142073,0.14863387978142073,0.35704014851281435,0.35722123943136086,0.34920666034155473,False,False,False,False,Control > ADHD
O1_T7_delta_connectivity,channel,delta,O1,T7,61,60,0.11003860375383914,0.19778364780443655,-0.08774504405059741,0.0796945228408394,0.16426535861200459,0.13522901997316716,0.24313105716349384,1582.0,0.19947270961942332,-0.25950992324124483,0.25950992324124483,-0.13551912568306013,0.13551912568306013,0.4186035993172826,0.41852556251437284,0.7026161251106376,False,False,False,False,Control > ADHD
F7_F8_alpha_connectivity,channel,alpha,F7,F8,61,60,0.03251632187796909,-0.033072563417850115,0.0655888852958192,-0.0126319034062342,-0.0108953569622863,0.04288657451979003,-0.035815301692606535,2038.0,0.28206466380960993,0.2591388542292901,0.2591388542292901,0.11366120218579234,0.11366120218579234,0.5169995356915382,0.5131176331004607,0.5077163948572978,False,False,False,False,ADHD > Control
